PP,Blok,Condition,timestamp,SnMouseAct,SnLeftClicked,SnRightClicked,SnDoubleClicked,SnWheel,SnDragged,SnMouseDistance,SnMouseDistance,SnKeyStrokes,SnChars,SnSpecialKeys,SnDirectionKeys,SnErrorKeys,SnShortcutKeys,SnSpaces,SnAppChange,SnTabfocusChange
PP19,1,N,20121019T143200000,32,13,1,0,8,5,22389187093101800,22389,24,2,22,13,4,2,1,4,1
PP19,1,N,20121019T143300000,10,6,0,0,0,2,6075612800701730,6076,3,0,3,0,1,2,0,2,1
PP19,1,N,20121019T143400000,9,7,0,0,0,1,5054739598693350,5055,43,2,41,17,6,1,5,0,0
PP19,1,N,20121019T143500000,15,8,7,0,0,0,10316564668284200,10317,11,3,8,0,5,0,1,16,9
PP19,1,N,20121019T143600000,16,10,1,0,5,0,13490797234839700,13491,54,16,38,0,26,0,7,3,3
PP19,1,N,20121019T143700000,7,3,0,0,4,0,5413247772008310,5413,41,19,22,0,6,0,9,2,1
PP19,1,N,20121019T143800000,0,0,0,0,0,0,0,0,81,49,32,0,16,0,11,0,0
PP19,1,N,20121019T143900000,27,14,0,0,9,2,15056871388392000,15057,3,0,3,0,0,2,0,1,1
PP19,1,N,20121019T144000000,37,17,0,1,13,3,24711786362037500,24712,4,0,4,0,0,2,0,7,0
PP19,1,N,20121019T144100000,29,15,10,0,2,1,19836753399882700,19837,0,0,0,0,0,0,0,21,11
PP19,1,N,20121019T144200000,16,10,4,0,0,1,10650713166306700,10651,23,5,18,0,9,2,3,7,3
PP19,1,N,20121019T144300000,29,14,2,0,9,2,17084483329484200,17084,23,7,16,1,2,0,5,7,6
PP19,2,R,20121019T150700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,2,R,20121019T150800000,1,0,0,1,0,0,9781983438955510,9782,0,0,0,0,0,0,0,2,1
PP19,2,R,20121019T150900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,2,R,20121019T151000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,2,R,20121019T151100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,2,R,20121019T151200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,2,I,20121019T151800000,0,0,0,0,0,0,0,0,183,63,120,84,15,0,14,0,0
PP19,2,I,20121019T151900000,7,4,0,0,3,0,4120030658648610,4120,49,34,15,0,12,0,2,3,4
PP19,2,I,20121019T152000000,5,4,0,0,1,0,1798761085667070,1799,0,0,0,0,0,0,0,0,5
PP19,2,I,20121019T152100000,8,3,0,0,5,0,5701018548601620,5701,0,0,0,0,0,0,0,0,1
PP19,2,I,20121019T152200000,11,8,0,0,1,1,7602885842381290,7603,76,50,26,0,9,0,11,1,2
PP19,2,I,20121019T152300000,3,3,0,0,0,0,2042446109357890,2042,159,107,52,1,20,0,29,0,0
PP19,2,I,20121019T152400000,5,3,0,0,0,1,337099450504014,337,117,72,45,1,26,0,15,0,0
PP19,2,I,20121019T152500000,13,9,0,0,0,2,6448365979054720,6448,111,68,43,0,21,0,13,0,0
PP19,2,I,20121019T152600000,5,3,0,0,0,1,315103536948846,315,112,69,43,0,30,0,12,0,0
PP19,2,I,20121019T152700000,0,0,0,0,0,0,0,0,187,102,85,0,55,0,23,0,0
PP19,2,I,20121019T152800000,1,1,0,0,0,0,7717991966826600,7718,183,99,84,12,47,0,20,0,0
PP19,2,I,20121019T152900000,0,0,0,0,0,0,0,0,140,82,58,0,33,0,19,0,0
PP19,2,I,20121019T153000000,5,3,0,0,0,1,19295221223413900,19295,14,8,6,0,1,0,1,0,0
PP19,2,I,20121019T153100000,2,0,0,0,0,1,8584276323604680,8584,233,132,101,0,65,0,28,0,0
PP19,2,I,20121019T153200000,0,0,0,0,0,0,0,0,52,25,27,0,12,0,7,0,0
PP19,2,I,20121019T153300000,2,2,0,0,0,0,14180606242411000,14181,91,57,34,0,25,0,9,0,0
PP19,2,I,20121019T153400000,6,6,0,0,0,0,4837445526513940,4837,109,74,35,1,20,0,13,0,0
PP19,2,I,20121019T153500000,1,1,0,0,0,0,7928965884653550,7929,111,59,52,0,26,0,16,0,0
PP19,2,I,20121019T153600000,4,2,0,0,0,1,4893351581366600,4893,130,92,38,0,15,0,22,0,0
PP19,2,I,20121019T153700000,0,0,0,0,0,0,0,0,135,81,54,0,31,0,19,0,0
PP19,2,I,20121019T153800000,2,2,0,0,0,0,135931172070685,136,152,96,56,0,28,0,14,0,0
PP19,2,I,20121019T153900000,3,3,0,0,0,0,22163863437723400,22164,185,117,68,0,34,0,22,0,0
PP19,2,I,20121019T154000000,4,2,0,2,0,0,34951835313580500,34952,145,93,52,0,25,0,19,0,0
PP19,2,I,20121019T154100000,5,3,0,0,0,1,4455794163150090,4456,148,99,49,0,31,0,16,0,0
PP19,2,I,20121019T154200000,0,0,0,0,0,0,0,0,127,56,71,0,39,0,13,0,0
PP19,2,I,20121019T154300000,0,0,0,0,0,0,0,0,236,142,94,0,63,0,30,0,0
PP19,2,I,20121019T154400000,7,0,0,0,7,0,5814081352154380,5814,124,79,45,0,20,0,17,0,0
PP19,2,I,20121019T154500000,0,0,0,0,0,0,0,0,189,105,84,0,50,0,22,0,0
PP19,2,I,20121019T154600000,0,0,0,0,0,0,0,0,184,119,65,0,30,0,24,0,0
PP19,2,I,20121019T154700000,0,0,0,0,0,0,0,0,119,83,36,0,17,0,18,0,0
PP19,2,I,20121019T154800000,2,2,0,0,0,0,17659435312033800,17659,153,91,62,1,33,0,19,0,0
PP19,2,I,20121019T154900000,4,2,0,0,0,1,4807063726093760,4807,147,75,72,0,40,0,17,0,0
PP19,2,I,20121019T155000000,3,3,0,0,0,0,25426508790696200,25427,127,68,59,9,28,0,14,0,0
PP19,2,I,20121019T155100000,5,0,0,0,5,0,4323337946902830,4323,187,128,59,0,22,0,26,0,0
PP19,2,I,20121019T155200000,7,0,0,0,7,0,6598140557128640,6598,217,147,70,0,33,0,27,0,0
PP19,2,I,20121019T155300000,9,0,0,0,9,0,7690631514889570,7691,115,81,34,0,9,0,19,0,0
PP19,2,I,20121019T155400000,6,4,0,0,0,1,5282784487119350,5283,192,116,76,0,43,2,24,0,0
PP19,2,I,20121019T155500000,0,0,0,0,0,0,0,0,183,83,100,0,59,0,23,0,0
PP19,2,I,20121019T155600000,17,5,0,0,12,0,12741575813785400,12742,41,25,16,0,5,0,6,5,0
PP19,2,I,20121019T155700000,1,1,0,0,0,0,7713066834923700,7713,174,125,49,0,29,0,20,1,0
PP19,2,I,20121019T155800000,10,0,0,0,10,0,8574081701395790,8574,135,92,43,0,10,0,21,0,0
PP19,2,I,20121019T155900000,6,4,0,0,0,1,45552171777022600,45552,60,38,22,0,12,0,9,3,0
PP19,3,R,20121019T161500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,3,R,20121019T161600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,3,R,20121019T161700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,3,R,20121019T161800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,3,R,20121019T161900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,3,R,20121019T162000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP19,3,T,20121019T162400000,0,0,0,0,0,0,0,0,44,27,17,0,4,0,3,0,0
PP19,3,T,20121019T162500000,0,0,0,0,0,0,0,0,181,117,64,0,29,0,26,0,0
PP19,3,T,20121019T162600000,2,2,0,0,0,0,14115064466247300,14115,126,92,34,0,13,0,18,0,0
PP19,3,T,20121019T162700000,0,0,0,0,0,0,0,0,208,114,94,0,47,0,25,0,0
PP19,3,T,20121019T162800000,0,0,0,0,0,0,0,0,206,118,88,0,42,0,25,0,0
PP19,3,T,20121019T162900000,2,2,0,0,0,0,1272106193069780,1272,145,94,51,0,32,0,16,0,0
PP19,3,T,20121019T163000000,0,0,0,0,0,0,0,0,183,94,89,0,65,0,17,0,0
PP19,3,T,20121019T163100000,7,5,0,0,0,1,2920639852643690,2921,192,127,65,0,30,0,24,0,0
PP19,3,T,20121019T163200000,0,0,0,0,0,0,0,0,110,70,40,0,24,0,12,0,0
PP19,3,T,20121019T163300000,2,2,0,0,0,0,15957050986208600,15957,160,92,68,0,49,0,19,0,0
PP19,3,T,20121019T163400000,0,0,0,0,0,0,0,0,188,119,69,0,43,0,22,0,0
PP19,3,T,20121019T163500000,4,4,0,0,0,0,33793384226361200,33793,132,67,65,1,44,0,14,0,0
PP19,3,T,20121019T163600000,0,0,0,0,0,0,0,0,234,149,85,0,56,0,25,0,0
PP19,3,T,20121019T163700000,0,0,0,0,0,0,0,0,186,107,79,19,34,0,22,0,0
PP19,3,T,20121019T163800000,0,0,0,0,0,0,0,0,208,132,76,0,49,0,22,0,0
PP19,3,T,20121019T163900000,4,4,0,0,0,0,3085626725720710,3086,177,120,57,0,23,0,22,0,0
PP19,3,T,20121019T164000000,16,9,0,1,4,1,8859561648795,9,134,90,44,0,29,0,13,2,0
PP19,3,T,20121019T164100000,16,14,0,0,0,1,6783464035096340,6783,59,25,34,0,6,0,5,1,1
PP19,3,T,20121019T164200000,20,14,0,0,0,3,10814885951777700,10815,9,3,6,0,4,0,0,4,1
PP19,3,T,20121019T164300000,4,4,0,0,0,0,2543791440913390,2544,186,116,70,0,40,0,17,0,0
PP19,3,T,20121019T164400000,8,3,0,1,0,2,5455170565490160,5455,159,111,48,0,11,2,19,0,0
PP19,3,T,20121019T164500000,10,8,0,0,0,1,4030692878371670,4031,91,68,23,0,15,0,6,2,1
PP19,3,T,20121019T164600000,6,6,0,0,0,0,4176690478424970,4177,131,86,45,0,31,0,11,0,0
PP19,3,T,20121019T164700000,28,16,0,2,0,5,16003674520878000,16004,103,64,39,0,27,2,9,0,0
PP19,3,T,20121019T164800000,13,6,1,0,0,3,11194192566536500,11194,148,83,65,0,51,0,13,1,1
PP19,3,T,20121019T164900000,28,22,0,0,0,3,15099879340784600,15100,88,55,33,5,15,2,7,4,3
PP19,3,T,20121019T165000000,0,0,0,0,0,0,0,0,210,148,62,0,39,0,21,0,0
PP20,1,R,20121029T130700000,1,1,0,0,0,0,8044936295583700,8045,0,0,0,0,0,0,0,1,0
PP20,1,R,20121029T130800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,1,R,20121029T130900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,1,R,20121029T131000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,1,R,20121029T131100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,1,R,20121029T131200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,1,N,20121029T131800000,7,3,1,0,1,1,363796403401534,364,15,8,7,0,2,0,1,0,4
PP20,1,N,20121029T131900000,11,7,0,0,0,2,5500108325954840,5500,10,9,1,0,0,0,0,2,8
PP20,1,N,20121029T132000000,8,4,0,0,4,0,5735349469374330,5735,0,0,0,0,0,0,0,4,2
PP20,1,N,20121029T132100000,4,4,0,0,0,0,17432052354059800,17432,120,86,34,0,2,0,19,2,4
PP20,1,N,20121029T132200000,16,10,0,0,2,2,7923080556984530,7923,10,8,2,0,0,0,2,6,2
PP20,1,N,20121029T132300000,7,2,0,0,5,0,4869473882258910,4869,12,9,3,0,0,0,3,0,2
PP20,1,N,20121029T132400000,6,3,0,0,3,0,4348076219667740,4348,98,66,32,0,6,0,19,3,1
PP20,1,N,20121029T132500000,15,4,0,0,9,1,10926557860279700,10927,16,13,3,0,1,0,1,0,5
PP20,1,N,20121029T132600000,12,0,0,0,12,0,107580619996357,108,0,0,0,0,0,0,0,0,0
PP20,1,N,20121029T132700000,10,3,0,0,7,0,7039564975621210,7040,60,43,17,0,1,0,11,2,1
PP20,1,N,20121029T132800000,11,7,0,0,0,2,7899599720204690,7900,104,58,46,0,22,0,14,3,4
PP20,1,N,20121029T132900000,15,7,0,0,4,2,11648696917932600,11649,22,13,9,0,1,0,4,2,3
PP20,1,N,20121029T133000000,8,1,0,0,7,0,69012779900882000,69013,85,60,25,0,5,0,17,1,0
PP20,1,N,20121029T133100000,8,4,0,0,0,2,485740843249622,486,96,73,23,0,4,0,16,2,1
PP20,1,N,20121029T133200000,9,9,0,0,0,0,478541953613708,479,70,29,41,0,26,0,5,0,6
PP20,1,N,20121029T133300000,14,10,0,0,0,2,10629748712742700,10630,44,26,18,1,1,0,10,6,1
PP20,1,N,20121029T133400000,25,11,0,0,0,7,2298505784103360,2299,64,6,58,0,56,0,0,0,1
PP20,1,N,20121029T133500000,10,5,0,0,3,1,6801480690095300,6801,39,15,24,0,5,0,3,3,4
PP20,1,N,20121029T133600000,10,1,0,0,7,1,7792263221943700,7792,43,29,14,0,3,0,8,1,0
PP20,1,N,20121029T133700000,12,8,0,0,0,2,996917556418102,997,138,60,78,0,58,0,14,2,1
PP20,1,N,20121029T133800000,10,10,0,0,0,0,6669717046237320,6670,28,12,16,0,3,0,3,5,1
PP20,1,N,20121029T133900000,10,1,0,0,9,0,6837498911226690,6837,12,10,2,0,0,0,0,1,2
PP20,1,N,20121029T134000000,1,1,0,0,0,0,8101678838364300,8102,170,125,45,0,9,0,30,1,0
PP20,1,N,20121029T134100000,22,16,0,0,0,3,16048132688961800,16048,20,0,20,1,7,0,0,5,4
PP20,1,N,20121029T134200000,25,15,0,0,0,5,19633191738253800,19633,28,5,23,0,16,0,0,0,1
PP20,1,N,20121029T134300000,2,2,0,0,0,0,1543790630188630,1544,104,65,39,0,10,0,19,1,0
PP20,1,N,20121029T134400000,12,4,0,0,4,2,9353873999478980,9354,64,44,20,0,5,0,9,2,3
PP20,1,N,20121029T134500000,21,10,0,0,3,4,14621045205330000,14621,73,46,27,0,3,0,13,3,2
PP20,1,N,20121029T134600000,11,8,0,0,1,1,7957521660044280,7958,90,56,34,0,9,0,14,6,3
PP20,1,N,20121029T134700000,19,8,0,0,5,3,16280456762935200,16280,47,32,15,0,4,0,9,3,1
PP20,1,N,20121029T134800000,11,7,0,0,0,2,4646271043770030,4646,112,71,41,8,3,0,15,1,2
PP20,1,N,20121029T134900000,27,17,0,0,0,5,2128332444182940,2128,47,14,33,0,22,0,2,3,3
PP20,1,N,20121029T135000000,9,7,0,0,2,0,6984713840916320,6985,70,41,29,8,1,0,11,4,5
PP20,1,N,20121029T135100000,20,8,0,0,6,3,12921466649477600,12921,66,37,29,0,8,0,10,1,2
PP20,1,N,20121029T135200000,14,8,0,0,2,2,10432291926162700,10432,61,17,44,0,20,0,4,4,0
PP20,1,N,20121029T135300000,3,3,0,0,0,0,2353163294162220,2353,92,62,30,0,11,0,17,3,1
PP20,1,N,20121029T135400000,1,0,0,0,1,0,79411963834173,79,65,43,22,0,10,0,11,0,0
PP20,1,N,20121029T135500000,0,0,0,0,0,0,0,0,165,123,42,0,7,0,28,0,0
PP20,1,N,20121029T135600000,4,4,0,0,0,0,3134463832081340,3134,114,87,27,0,3,0,18,2,0
PP20,1,N,20121029T135700000,0,0,0,0,0,0,0,0,187,130,57,0,16,0,31,0,0
PP20,1,N,20121029T135800000,0,0,0,0,0,0,0,0,165,121,44,0,10,0,28,0,0
PP20,1,N,20121029T135900000,0,0,0,0,0,0,0,0,226,159,67,0,26,0,34,0,0
PP20,2,R,20121029T141700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,2,R,20121029T141800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,2,R,20121029T141900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,2,R,20121029T142000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,2,R,20121029T142100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,2,R,20121029T142200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,2,T,20121029T142500000,12,7,3,0,2,0,7416178393511660,7416,68,50,18,0,3,0,8,4,3
PP20,2,T,20121029T142600000,21,9,0,0,10,1,140958704417578,141,24,9,15,0,1,0,4,1,1
PP20,2,T,20121029T142700000,35,10,0,0,13,6,29312976754522000,29313,19,14,5,0,0,0,3,4,0
PP20,2,T,20121029T142800000,3,2,0,0,1,0,22825863810706600,22826,156,101,55,0,21,0,23,2,0
PP20,2,T,20121029T142900000,21,2,0,0,19,0,12676755050665800,12677,0,0,0,0,0,0,0,0,2
PP20,2,T,20121029T143000000,5,1,0,0,4,0,3405719004824130,3406,82,50,32,0,12,0,12,1,0
PP20,2,T,20121029T143100000,12,1,0,0,11,0,5379462340546090,5379,62,45,17,0,1,0,13,1,1
PP20,2,T,20121029T143200000,26,2,0,0,24,0,10535169001981700,10535,40,20,20,0,8,0,5,1,1
PP20,2,T,20121029T143300000,0,0,0,0,0,0,0,0,152,111,41,0,6,0,26,0,0
PP20,2,T,20121029T143400000,4,2,0,0,2,0,26533010173115800,26533,123,81,42,0,10,0,22,2,0
PP20,2,T,20121029T143500000,3,3,0,0,0,0,2650451342839910,2650,149,95,54,0,16,0,22,0,0
PP20,2,T,20121029T143600000,4,1,0,0,0,1,4435305047221390,4435,179,136,43,0,5,0,29,0,0
PP20,2,T,20121029T143700000,0,0,0,0,0,0,0,0,195,145,50,0,12,0,35,0,0
PP20,2,T,20121029T143800000,19,10,0,1,2,3,18090093028954100,18090,51,38,13,0,4,0,6,0,0
PP20,2,T,20121029T143900000,0,0,0,0,0,0,0,0,209,155,54,0,14,0,31,0,0
PP20,2,T,20121029T144000000,0,0,0,0,0,0,0,0,150,113,37,0,13,0,23,0,0
PP20,2,T,20121029T144100000,4,2,0,0,2,0,2413427674908480,2413,108,70,38,1,21,0,13,0,0
PP20,2,T,20121029T144200000,0,0,0,0,0,0,0,0,161,133,28,0,4,0,22,0,0
PP20,2,T,20121029T144300000,8,4,0,0,0,2,42072531047767400,42073,178,136,42,0,6,0,29,0,0
PP20,2,T,20121029T144400000,7,5,0,0,2,0,4822831000162000,4823,150,92,58,0,33,0,20,3,0
PP20,2,T,20121029T144500000,22,17,0,0,1,2,15244910510225700,15245,35,11,24,0,4,0,8,11,0
PP20,2,T,20121029T144600000,9,5,0,0,4,0,58241772189404300,58242,93,52,41,0,7,0,12,3,1
PP20,2,T,20121029T144700000,19,12,2,0,3,1,12788346981948900,12788,75,46,29,0,14,0,8,6,5
PP20,2,T,20121029T144800000,24,6,0,0,18,0,18627703791248200,18628,15,13,2,0,0,0,1,3,1
PP20,2,T,20121029T144900000,5,5,0,0,0,0,3388502180053630,3389,120,66,54,0,16,0,15,3,0
PP20,2,T,20121029T145000000,6,1,0,0,5,0,4363248330673940,4363,0,0,0,0,0,0,0,0,1
PP20,2,T,20121029T145100000,9,6,0,0,1,1,6700907122542250,6701,69,50,19,0,5,0,11,2,0
PP20,3,R,20121029T151200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,3,R,20121029T151300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,3,R,20121029T151400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,3,R,20121029T151500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,3,R,20121029T151600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,3,R,20121029T151700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP20,3,I,20121029T152000000,9,3,0,0,6,0,6749781075006570,6750,123,98,25,0,1,0,18,2,0
PP20,3,I,20121029T152100000,6,4,0,0,0,1,2911947618412010,2912,89,60,29,0,16,0,12,1,3
PP20,3,I,20121029T152200000,8,8,0,0,0,0,5589880089195340,5590,78,46,32,0,20,0,8,6,2
PP20,3,I,20121029T152300000,17,10,0,0,3,2,9358794460947030,9359,50,39,11,0,3,0,7,5,6
PP20,3,I,20121029T152400000,5,1,0,0,2,1,36443215347700500,36443,91,60,31,0,11,0,10,1,1
PP20,3,I,20121029T152500000,8,5,0,0,1,1,5533399926768950,5533,13,6,7,0,2,2,2,3,0
PP20,3,I,20121029T152600000,4,2,0,0,0,1,2708217008654690,2708,187,143,44,0,18,0,22,0,0
PP20,3,I,20121029T152700000,11,9,0,0,0,1,58994460548545600,58994,90,71,19,0,0,0,9,4,2
PP20,3,I,20121029T152800000,17,13,0,0,2,1,1155523945883260,1156,43,19,24,0,3,0,5,5,1
PP20,3,I,20121029T152900000,15,4,0,0,11,0,12525495683652000,12525,81,62,19,0,2,0,14,3,2
PP20,3,I,20121029T153000000,15,8,0,0,3,2,8708433351110100,8708,131,92,39,0,10,0,25,4,2
PP20,3,I,20121029T153100000,11,2,0,0,9,0,9622956985446770,9623,90,66,24,0,8,0,13,2,0
PP20,3,I,20121029T153200000,4,3,0,0,1,0,30199818343096600,30200,139,96,43,0,10,0,28,1,0
PP20,3,I,20121029T153300000,10,1,0,0,9,0,5507235862966760,5507,108,82,26,0,4,0,18,1,0
PP20,3,I,20121029T153400000,4,3,0,0,1,0,2952471080697680,2952,150,112,38,0,8,0,23,3,0
PP20,3,I,20121029T153500000,9,3,0,0,6,0,6254755900230550,6255,34,28,6,0,0,0,3,1,2
PP20,3,I,20121029T153600000,12,8,0,0,4,0,5528067436500110,5528,0,0,0,0,0,0,0,2,3
PP20,3,I,20121029T153700000,17,5,1,0,11,0,9334432987307480,9334,0,0,0,0,0,0,0,0,5
PP20,3,I,20121029T153800000,25,7,0,1,17,0,19238708152628800,19239,0,0,0,0,0,0,0,2,2
PP20,3,I,20121029T153900000,37,11,0,0,22,2,18621660315176300,18622,6,5,1,0,0,0,0,2,8
PP20,3,I,20121029T154000000,25,8,1,0,14,1,19935562282258100,19936,0,0,0,0,0,0,0,0,5
PP20,3,I,20121029T154100000,11,11,0,0,0,0,675856293226725,676,102,78,24,0,3,0,16,5,1
PP20,3,I,20121029T154200000,8,5,1,0,2,0,6121923561570910,6122,93,68,25,0,10,0,13,3,2
PP20,3,I,20121029T154300000,18,5,1,0,10,1,13045278396342100,13045,8,3,5,0,0,0,2,1,4
PP20,3,I,20121029T154400000,13,3,0,0,10,0,10043335660916300,10043,85,52,33,0,21,0,11,2,1
PP20,3,I,20121029T154500000,15,7,0,0,8,0,105582223661309,106,89,70,19,0,3,0,11,4,5
PP20,3,I,20121029T154600000,14,9,0,0,1,2,988421356055407,988,80,48,32,0,13,0,13,3,3
PP20,3,I,20121029T154700000,9,5,0,0,2,1,6505793735782520,6506,71,57,14,0,0,0,11,3,1
PP20,3,I,20121029T154800000,16,14,0,0,2,0,11195255684448800,11195,22,19,3,0,0,1,1,4,7
PP20,3,I,20121029T154900000,11,9,0,0,1,0,7647015057419960,7647,57,33,24,0,6,1,6,7,3
PP20,3,I,20121029T155000000,8,5,0,0,3,0,5005663400720700,5006,107,77,30,0,8,0,17,2,4
PP20,3,I,20121029T155100000,16,6,0,0,10,0,11930547996316800,11931,10,8,2,0,0,0,1,0,7
PP20,3,I,20121029T155200000,5,5,0,0,0,0,33660090983258300,33660,100,75,25,0,1,0,18,3,1
PP20,3,I,20121029T155300000,21,17,0,0,0,2,14332866097980700,14333,57,39,18,0,6,0,5,7,1
PP20,3,I,20121029T155400000,18,12,0,0,0,3,8650350849987010,8650,89,66,23,0,9,0,8,2,1
PP20,3,I,20121029T155500000,12,4,0,0,8,0,6247591831549660,6248,25,16,9,0,3,0,3,2,3
PP20,3,I,20121029T155600000,15,11,0,0,0,2,10423480247971000,10423,90,69,21,0,0,0,11,4,0
PP20,3,I,20121029T155700000,12,8,0,0,0,2,8200981174318740,8201,120,89,31,0,8,0,13,3,1
PP20,3,I,20121029T155800000,27,14,3,0,6,2,14632051414388900,14632,24,22,2,0,0,0,1,9,4
PP20,3,I,20121029T155900000,21,14,2,0,3,1,1316676412229270,1317,42,26,16,0,2,0,4,7,4
PP20,3,I,20121029T160000000,41,26,2,0,1,6,25978489486793900,25978,19,16,3,0,1,0,1,10,13
PP20,3,I,20121029T160100000,24,14,2,0,0,4,118949698687459,119,84,64,20,0,2,0,15,8,6
PP21,1,R,20121031T153900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP21,1,R,20121031T154000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP21,1,R,20121031T154100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP21,1,R,20121031T154200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP21,1,R,20121031T154300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP21,1,R,20121031T154400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP21,1,N,20121031T155100000,8,4,0,0,0,2,4109545153021280,4110,84,43,41,0,9,0,10,1,1
PP21,1,N,20121031T155200000,13,7,0,1,3,1,853295626606344,853,48,38,10,0,3,0,6,2,3
PP21,1,N,20121031T155300000,17,7,0,0,8,1,13867124053651500,13867,26,20,6,0,3,0,3,0,6
PP21,1,N,20121031T155400000,13,7,0,0,4,1,5152314206721160,5152,0,0,0,0,0,0,0,0,3
PP21,1,N,20121031T155500000,11,6,0,0,0,2,10139017135875000,10139,100,64,36,0,8,2,14,3,1
PP21,1,N,20121031T155600000,5,1,0,0,4,0,2954140775356910,2954,122,81,41,0,2,0,23,1,0
PP21,1,N,20121031T155700000,36,12,0,1,13,5,16698876488340200,16699,1,0,1,0,0,1,0,0,5
PP21,1,N,20121031T155800000,5,5,0,0,0,0,15138381966851500,15138,15,11,4,0,0,1,2,0,4
PP21,1,N,20121031T155900000,38,12,0,1,19,3,14123328248314700,14123,3,0,3,0,0,3,0,0,8
PP21,1,N,20121031T160000000,15,8,0,3,2,1,4856882328688790,4857,20,13,7,0,2,1,3,0,2
PP21,1,N,20121031T160100000,20,10,0,0,6,2,726334302072516,726,4,0,4,0,0,2,0,1,8
PP21,1,N,20121031T160200000,0,0,0,0,0,0,0,0,165,96,69,0,5,0,25,0,0
PP21,1,N,20121031T160300000,0,0,0,0,0,0,0,0,143,76,67,0,16,0,16,0,0
PP21,1,N,20121031T160400000,0,0,0,0,0,0,0,0,156,120,36,0,1,0,25,0,0
PP21,1,N,20121031T160500000,0,0,0,0,0,0,0,0,193,136,57,0,3,0,32,0,0
PP21,1,N,20121031T160600000,11,5,0,0,6,0,61648499544405,62,53,29,24,0,0,0,11,2,1
PP21,1,N,20121031T160700000,29,9,0,3,13,2,17834513671798200,17835,0,0,0,0,0,0,0,1,2
PP21,1,N,20121031T160800000,8,1,0,0,7,0,5391790976433090,5392,103,71,32,0,7,0,13,1,0
PP21,1,N,20121031T160900000,0,0,0,0,0,0,0,0,181,129,52,0,8,0,27,0,0
PP21,1,N,20121031T161000000,2,2,0,0,0,0,18939886486942700,18940,152,116,36,0,2,0,22,0,0
PP21,1,N,20121031T161100000,0,0,0,0,0,0,0,0,194,156,38,0,4,0,30,0,0
PP21,1,N,20121031T161200000,26,9,0,2,11,2,14201135346554200,14201,75,41,34,0,1,0,10,6,0
PP21,1,N,20121031T161300000,18,6,0,4,8,0,11128385176450600,11128,20,10,10,0,2,0,1,1,1
PP21,1,N,20121031T161400000,21,3,0,0,16,1,13866490306443400,13866,0,0,0,0,0,0,0,0,2
PP21,1,N,20121031T161500000,25,8,0,0,17,0,10644591035234500,10645,0,0,0,0,0,0,0,0,6
PP21,1,N,20121031T161600000,10,4,0,2,0,2,6492608444808230,6493,159,69,90,14,19,0,14,1,0
PP21,1,N,20121031T161700000,8,2,0,0,0,3,841192561138202,841,161,126,35,0,4,0,23,0,0
